,text,labels
1174,زوجها قطريوهيي إماراتية أما بحرينية واموالا ببنوك بالسعودية. عليم الله مشكلة #أحلام اكبر من مشكلة أمير قطر هلا😂#صارت_الدقون_للصرامي,None
1175,"""الخوف من الموت ما هو الا خوف حيواني، يجب ان تقمع هذا الشعور، فالخوف من الموت هو فقط لاولئك الذين يؤمنون أن الحياة تدوم إلى الأبد""",None
1176,@9998Yousef الليالي الملاح يعني الحِسان مابتصير 😁,None
1177,المؤسسة العامة الاستهلاكية توفر عبوات مياه الشرب الى أحياء #دمشق ومحيطها بسعرها النظامي #سوريا https://t.co/J4iklpxGaP,None
1178,@ghanuge_nk @najwakaram والله ما بعرفا 😅ما إلي بهل اغاني يعني بهاء اليوسف لو ما خيي الصغير ورفيقتي بحبوو اغانيه ما كنت بعرفو,Entertainment
1179,@Mohammad89_h @Maram_omar_20_ خلص انطفي سكوت بقاشي ما بيخصك لا تدحش عصك فيه....وبس تكون سوري ساعتا احكي وافتي,None
1180,مِنين أَعْطيك أشوآقي...إذا قَلبي طُوَاه اليَأس!🌃💭🙇,None
1181,@HayaMasarji ليست لوحة فنية انها #حلب القديمة قبل الحرب العالمية #Aleppo#درة_الشرق_حلب #حلب 💔❤ https://t.co/6IXziVMPnm,None
1182,@_Haloway_ لازم سجل نادي حديد,None
1183,@EngHajjie ما حدا بيزعل 😒إنت بس أشر وأنا بنفذ فورا على إلغاء المتابعة 😁😁رواسي 😂😂,None
1184,@mohammedsyrian مافي معايدة لعمك 😑,None
1185,@ALOSHEYOUSSEF @sanfuraroro @crazygirl1055 @elissawaelkfou2 @DanaKfourian @arabqoute المتفائلة 😂😂💔,None
1186,او ما شرط يكون أفيد ولا حتى أضرما شرط يكون شي أساساًأنو هوي عنجد ولاشي أساساً,None
1187,@qaplwosk3821 الله اكبر,None
1188,@meemo_q91 ولما العجب؟ &lt;&lt;&gt;&gt; ضغطة أخرى على لوحة المفاتيح وتظهر,None
1189,راسي رَح يفقَع!,None
1190,جنوح باخرة ترفع علم توغو مقابل كورنيش الحميدية جنوب طرطوس بسبب الأحوال الجوية السائدة #Syria https://t.co/ahUmJonWWy,None
1191,@Odayovisky ولو؟ ع اي حال حذفتها,None
1192,زات مومنت لما تفيق الصبح مرعوب نسيان انو اليوم جمعة ومفكر انو راح عليك الامتحان 😑الله يلعنكن ويلعن الامتحانات 😞😞صباحو 😒,None
1193,قلبي كان و مات..🎶💔🎶🎶,None
1194,يا رب نسألك خير مافي هذا اليوم ونسألك ان تبدل لحظات التوتر والحزن الى بشائر تريح القلب .. يا ميسر يسر عليه يسر عليه يارب #كلنا_سعد_المجرد,None
1195,@hadiismail305 في مسلسلات جد تحف فنية!زمن العار\ليس سراباً\قاع المدينة\تخت شرقي\ ومتل ماقلت الندم وقلم حمرة!في ك… https://t.co/YEAUdv43Mv,None
1196,وأسوأُ مافي العيشِ بُعدُ أحبَّةٍوأَوجعُ مافي القلبِ أن لاتلاقياوأَسعَدُ مافي العمرِ لقياكَ بالَّذيتُحبُّ وإن كانَ اللِّقاءُ… ثوانيا❤️,None
1197,@saadlamjarred1 العسل 🤗💛❤️,None
1198,علاءالدين شحادةالرحيل الملقب بعلاومن بلدة زيزونفي سهل الغاب قتل اليوم فيبيته عندما قامت هيئة تحرير الشام بمداهمته https://t.co/RLuss1VxNi,Military_Security
1199,من الشام قريباً رح اشتري بإيدي البرازق 😍مش وصي علين لحلب 😢يارب تزبط هل سفرة 🙌🙌😭✈,None
1200,@najwakaram ميلاد مَجيد مُبارَك لكل المؤمنين بالحُبّ و السَلام 🙏ميلاد سَعيد للقلوب الطاهرة النَقيّة ❤,Entertainment
1201,@aa123aa34812002 اول شي جمالكن ❤🙈تاني شي الله يخليكن لبعض و ما يفرقن 💚,None
1202,هون كان في ذكريات و بأيام مرقت الحرب 💔و صارت الذكريات ركام و انقاض..💔😢الله يحرق قلبكن 💔😢#حلب #سوريا #بعدستي https://t.co/8Mcxsq4kol,None
1203,حدا يجي يكركرني https://t.co/R37HbrEXY4,None
1204,إذا كان الحُبّ حُبّ... كلّ سيّدة، بتكُون سَيّدة الغَرام ! 💘#نجوى_كرم 🌸 @najwakaram 🌹 https://t.co/rHYPWRjYvR,None
1205,"صباح الخير للصِبية الذين يتلون بلثغة "" نشيد وطن"" لن يأبه لهم في قسماته الفارهة. صباحهُم في مبنى مُستأجٓر، يتلون فيه درساً عن ثراء الحكام",None
1206,@hasan1976 التويتات هية معمول الجوز,None
1207,هذه السيارة تعمل على الكهرباء من شركة تيسلا التي بدأت من ديزني لاند واصبحت آن الشركة الرائدة… https://t.co/A3S1k3X3PC,None
1208,ما كتيرة عَ يلّي بِحبّ.. يهْدي عُمرو لمَحبوبو 💖,None
1209,@emadoB صباح فخري مثلا؟ :-P,None
1210,@love_my_mam مو قصة لهجة !!! القصة تشويه للغتنا العربية يعني مثلا دارج هالايام يحذفوا ألف من يا النداء ويكتبوها يَ مابعرف اذا لاحظت هيك شي,None
1211,صباح الرواق من بعد سهرة عظيمة ❤️❤️,None
1212,وصار عمرك سنة ياعمري انت.. عقبال المية 😍😍😍#happybirthday jad#syria #damascus #funny #lebanon… https://t.co/iXK6l7NkRT,None
1213,#محردة الآن نشط في Syriahttps://t.co/EffgD73M6l https://t.co/756qhfpi7w,None
1214,ما ندمت https://t.co/aLXl6p0FIa,None
1215,😂😂😂😂😂 لعما مالذك متت 😂😂😂🙊🙊🙊🙊 https://t.co/HToW0SF6JS,None
1216,@lovequeen912 حاضر حجة,None
1217,@NajwaKaram ع جمالا ياربّ الكون خلّيهن يبقوا يدلّو ⁦🙌🏻⁩❤️#NajwaKaramInMawazine2017,Entertainment
1218,وَأخجَل مِن وَقتٍ لآ أذكُرُكَ فيهوأنتَ الغنيَُ عَن ذكرِيْ !لآ إلهَ إلّآ أنتَ سبْحآنك إنّي كُنتُ مِنَ الظآلِمينْ.‼… https://t.co/iZ9VKnHKib,None
1219,@somebody_9631 تستر😑,None
1220,سيمر كل مر...,None
1221,@najwakaram قلبي بهالخبر طاير طيرااااااان 😄#NajwaKaram20 💃❤💃❤💃,Entertainment
1222,@AjaMalass ليش اخدين هل انطباع عنك ليش 🤔,None
1223,@hanakhaled11 لا بس بجد كتير وقحة ومش اول مرة هيك بيعمل وبيجين قال هو هكر ومدري شو ...,None
1224,واسم شركة الاتصالات #بعترف_اني https://t.co/F4U9ay76l9,None
1225,@waelkfoury 💖❤ ورح ابقى ع أمل انو شوفك شي يوم 💖❤✨❤ https://t.co/dR3bp6BwBk,Entertainment
1226,@najwakaram الله يحميلي ياكِ#NajwaKaramLiveTonight,Entertainment
1227,@aefadakkoul اسمع الإعادة على الساعة الثالثة فجراً @almadinafmsyria,None
1228,@najwakaram أنامَعكن قَلبي مَعكن وين مَ كنتوا بسْمَعكن🙇اندَهولي بتسْمَعوني يآسَاكنين بعيّوني❣#نجوى_كرم #أنا_معكن… https://t.co/ixstYNY4nN,Entertainment
1229,كل عام و قواتنا الباسلة بالف خير و يبقى شعارهم الدائم و الابدي وطن . شرف . اخلاص https://t.co/rqE10cCx8N,None
1230,حاسة اني عم اتعاقب عقاب شديدهالضغط اللي عايشتو والخوف والمصايب العم تزخ فوق راسي مو ل الله 😂💔,None
1231,تخيل حالك رئيس أمريكا الجديد وخبرنا شو رح تعمل #اول_مافوت_البيت_الابيض,None
1232,ما بتحس حالك جحش كتير لما تعملا https://t.co/Pk52WOfyKm,None
1233,اللهم اجعل هذا الغيث غيثًا لقلوب شعرت باليأس، وبشرى لكل من حمل همًا .. يا رب #كلنا_سعد_المجرد,Religion
1234,#غادة_السمان النساء يخشين أنوثتك التي لم يمتلكنها يوماً، والرجال يخشون قوّتك التي ما وصلوا حدّها .. وحده أدبكِ مرآتهم .. وما أجمل فزعهم :),None
1235,@mohammedsyrian انت 🤑,None
1236,@najwakaram خلّيني مغرومة فيك.. من قلبي عَ قلبي تسرحما تفكّر قلبي بيقسيك.. نقّيتلّك أجمل مطرح#نجوى_كرم #منّي_إلك… https://t.co/LIZiLoeafx,Entertainment
1237,تعود الروضة بصالتها الشتوية لاستقبال أبناء #حمص يومياً على الفطور، وذلك بعد إعادة تأهيلها #صورة_وخبرية #سوريا https://t.co/VFqcJfsrHg,None
1238,@AfraaNajwa و منقوشة و شاي 😅,None
1239,@AjaMalass سجدة شكر,None
1240,@ghanuge_nk غنووش خلص كل يوم بنزل تويت المسا مشان نصبح عنصر 😂😂,None
1241,طب شو مشان الهضامة والضحكة الحلوة 👧🏻😍❤️@liliaatrash https://t.co/SCW5eecMHP,None
1242,بحب اسمع راديو بهالوقت 📻❤️,Entertainment
1243,@BassamJaara وماذا عن معارك حماة ! اذا كان حديثك من منطلق الحرص على حلب؟ علماً ان جرابلس مهمة اكثر من حماة على اعتبار المشروع الانفصالي.,Aleppo
1244,جُوّا عُمرَك في عمر تَاني..,None
1245,@SibaiAbdul @limaz_n جنيت على حالك يا مسكين,None
1246,#البريج الآن نشط في Syria https://t.co/k5pEyVyZd3,None
1247,@najwakaram وينك حبيبي عن عيني غايب😢,Entertainment
1248,@KfouryNarmen @crazygirl1055 @sanfuraroro @asmaaziii @samira_hn و هيدي الصور الفوتوعرافية لروان2وصورها اكيد غير😉 https://t.co/XyWCy0MIjL,None
1249,@tsol99kurdian يلا خلصي بكلوريا وبعدا باخدكمشان ماتروح الدراسة عل فاضي,None
1250,@najwakaram انا قلبي مجنون عينيكي❤ https://t.co/D44f1mD20E,Entertainment
1251,@9998Yousef @Alaaksa15 @AlkamarDala يلي بيتبع الكتاب والسنة ما بيغلط وبيكفر الناس التانين,None
1252,ابتكار جديد يُساعد في تنمية #اللياقة_البدنية دون تمارينابتكر علماء في معهد “سالك” الأمريكي،… https://t.co/AiOoR7PuwW,None
1253,@farawlaaya @saadlamjarred1 @kh_ahmd99 هههههه عسل 💛😂,None
1254,-أختي نحن ثورتنا مستمرة ..-والله يامعلمي أنا خايفة اذا استمرت اكتر من هيك تلاقوا #الأسد عم يصلي ب #مكة ..,None
1255,مساء الخير https://t.co/KMmRHFmEto,None
1256,تـصـبـحـون عـلـى حـــلـــب ❤💖✌✌#حلب_انتصرت,None
1257,يتم الحصول على الكتب عن طريق الجمعيات الأهلية التي ترعاها منظمة اليونيسف، أو عن طريق تحميلها… https://t.co/LKQlRGg6HC,None
1258,صباح الاشتياق,None
1259,@najwakaram وقلبي بغرامِك طاير طيراااان 💜💜,Entertainment
1260,@najwakaram شو كلّ هالحسد والغيرة؟! والله عيبكلّ عمرك بتتمنّي الخير لغيركاللي بيحبّك عنجد المفروض يكون آخد ولو شو… https://t.co/2AKLdIQqlF,None
1261,اطلب من الكريمإذا تمنى أحدكم فليكثر فإنما يسأل ربه) أي يطلب كثيرًا من الخير فإنه إنما يسأل من بيده خزائن السماوات والأرض,Religion
1262,@Nergal89 ما بينشرب,None
1263,@Rorita9193 عنده مسلسل,None
1264,في مجال تبطلي هالنفسية الخرية يا اسبانية انتي وياها :-D,None
1265,@KfouryNarmen بحبك بمسافة كل سنتيمتر ..من حلب لعندك عل عراق❤😍#HappyBDayNarmen ❤💖7💖💜 https://t.co/s4KrXi76Zn,None
1266,لحظة سقوط البرميل المتفجر على مدينة #دارة_عزة بريف #حلب الغربي بعد منتصف الليل . https://t.co/ONiTV5MqLC,Military_SecurityAleppo
1267,سيأتيك الفرج من الله من حيث لاتدري، ويذهلك بفضله ويغمر قلبك برحمته، أبشر بالكريم وتفاءل به وثق به واطمئن لكل أقداره. https://t.co/6svxwJ88dD,Religion
1268,iPhone 6 Silver 16GB in Tw-Store..للبيع آيفون 6 لون فضي 16 غيغا بايت نضافة 10000000% كامل مع كل… https://t.co/L4380Lgvn2,None
1269,#عاجل || حركة أحرار الشام الإسلامية تعلن عن إسقاط طائرة مروحية لقوات الأسد في جبل الأكراد بريف اللاذقية، إثر استهدافها بالرشاشات الثقيلة .,Military_SecurityExtremist_Group
1270,الجيش العربي السوري بالتعاون مع القوى الرديفة يعيد الأمن والاستقرار إلى حي الشيخ سعيد جنوب شرق مدينة حلب,Military_SecurityAleppo
1271,وبيصيرو النسوان ينادوا عالبطاطا بالشارع؟! 🤔 https://t.co/kYHKT2R0wI,None
1272,@ReemTak123 من الكمبيوتر,None
1273,بيخلص العمر وحُبي ما بيخلص ..بيزيد الشّوق بقلبي وماا بينقص ..,None
1274,@najwakaram و من قَلبي رَح وَدّيلك.. 🌃وَدّيلك أحلى سَلآم! 💭💘#GodBeWithNajwaKaram 🕯🙏,Entertainment
